"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","assignmentID","mturkID","hitID","success","view_history","stimulus","key_press","reactionTime","chosenAction","reward","responses"
"28524","consent.html","external-html","0","28809","0.0-0.0","","","","","","","","","","",""
"","","fullscreen","1","31931","0.0-1.0","","","","true","","","","","","",""
"14063.600000143051","","instructions","2","45995","0.0-2.0","","","","","[{""page_index"":0,""viewing_time"":1076.2999999523163},{""page_index"":1,""viewing_time"":6516.100000143051},{""page_index"":2,""viewing_time"":2232.2999999523163},{""page_index"":3,""viewing_time"":4238.299999952316}]","","","","","",""
"1716.4000000953674","","image-keyboard-response","3","47713","0.0-3.0","","","","","","img/flower7.png","74","1717.6000001430511","74","0",""
"null","","html-keyboard-response","4","48020","0.0-4.0","","","","","","<img src=""img/flower7.png"" style=""width:200px;border:14px solid red;"">","null","","","",""
"440.7000000476837","","image-keyboard-response","5","48462","0.0-5.0","","","","","","img/flower5.png","76","441.5","76","0",""
"null","","html-keyboard-response","6","48763","0.0-6.0","","","","","","<img src=""img/flower5.png"" style=""width:200px;border:14px solid red;"">","null","","","",""
"310.40000009536743","","image-keyboard-response","7","49075","0.0-7.0","","","","","","img/flower7.png","75","311.2000000476837","75","0",""
"null","","html-keyboard-response","8","49379","0.0-8.0","","","","","","<img src=""img/flower7.png"" style=""width:200px;border:14px solid red;"">","null","","","",""
"229","","image-keyboard-response","9","49609","0.0-9.0","","","","","","img/flower5.png","74","229.79999995231628","74","0",""
"null","","html-keyboard-response","10","49911","0.0-10.0","","","","","","<img src=""img/flower5.png"" style=""width:200px;border:14px solid red;"">","null","","","",""
"248.59999990463257","","image-keyboard-response","11","50161","0.0-11.0","","","","","","img/flower3.png","76","249.40000009536743","76","0",""
"null","","html-keyboard-response","12","50469","0.0-12.0","","","","","","<img src=""img/flower3.png"" style=""width:200px;border:14px solid red;"">","null","","","",""
"216.29999995231628","","image-keyboard-response","13","50686","0.0-13.0","","","","","","img/flower7.png","75","217","75","1",""
"null","","html-keyboard-response","14","50989","0.0-14.0","","","","","","<img src=""img/flower7.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"237","","image-keyboard-response","15","51227","0.0-15.0","","","","","","img/flower3.png","74","237.90000009536743","74","1",""
"null","","html-keyboard-response","16","51529","0.0-16.0","","","","","","<img src=""img/flower3.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"183.5","","image-keyboard-response","17","51714","0.0-17.0","","","","","","img/flower5.png","75","184.19999980926514","75","1",""
"null","","html-keyboard-response","18","52020","0.0-18.0","","","","","","<img src=""img/flower5.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"211","","image-keyboard-response","19","52232","0.0-19.0","","","","","","img/flower3.png","76","212","76","0",""
"null","","html-keyboard-response","20","52533","0.0-20.0","","","","","","<img src=""img/flower3.png"" style=""width:200px;border:14px solid red;"">","null","","","",""
"","","html-keyboard-response","21","54223","0.0-21.0","","","","","","","","","","",""
"334.39999985694885","","image-keyboard-response","22","54559","0.0-22.0","","","","","","img/flower9.png","76","335.2000000476837","76","0",""
"null","","html-keyboard-response","23","54860","0.0-23.0","","","","","","<img src=""img/flower9.png"" style=""width:200px;border:14px solid red;"">","null","","","",""
"355.09999990463257","","image-keyboard-response","24","55216","0.0-24.0","","","","","","img/flower2.png","74","355.7000000476837","74","1",""
"null","","html-keyboard-response","25","55525","0.0-25.0","","","","","","<img src=""img/flower2.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"255","","image-keyboard-response","26","55781","0.0-26.0","","","","","","img/flower6.png","75","255.89999985694885","75","0",""
"null","","html-keyboard-response","27","56084","0.0-27.0","","","","","","<img src=""img/flower6.png"" style=""width:200px;border:14px solid red;"">","null","","","",""
"228.09999990463257","","image-keyboard-response","28","56312","0.0-28.0","","","","","","img/flower9.png","76","228.70000004768372","76","0",""
"null","","html-keyboard-response","29","56620","0.0-29.0","","","","","","<img src=""img/flower9.png"" style=""width:200px;border:14px solid red;"">","null","","","",""
"211.5","","image-keyboard-response","30","56834","0.0-30.0","","","","","","img/flower9.png","74","212.19999980926514","74","0",""
"null","","html-keyboard-response","31","57140","0.0-31.0","","","","","","<img src=""img/flower9.png"" style=""width:200px;border:14px solid red;"">","null","","","",""
"177.5","","image-keyboard-response","32","57319","0.0-32.0","","","","","","img/flower2.png","75","178.19999980926514","75","1",""
"null","","html-keyboard-response","33","57629","0.0-33.0","","","","","","<img src=""img/flower2.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"199.10000014305115","","image-keyboard-response","34","57829","0.0-34.0","","","","","","img/flower6.png","76","200","76","1",""
"null","","html-keyboard-response","35","58132","0.0-35.0","","","","","","<img src=""img/flower6.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"253.40000009536743","","image-keyboard-response","36","58386","0.0-36.0","","","","","","img/flower6.png","74","254.20000004768372","74","1",""
"null","","html-keyboard-response","37","58693","0.0-37.0","","","","","","<img src=""img/flower6.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"237.70000004768372","","image-keyboard-response","38","58932","0.0-38.0","","","","","","img/flower2.png","75","238.70000004768372","75","1",""
"null","","html-keyboard-response","39","59236","0.0-39.0","","","","","","<img src=""img/flower2.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"","","html-keyboard-response","40","60077","0.0-40.0","","","","","","","","","","",""
"309.89999985694885","","image-keyboard-response","41","60388","0.0-41.0","","","","","","img/flower1.png","74","310.7000000476837","74","1",""
"null","","html-keyboard-response","42","60692","0.0-42.0","","","","","","<img src=""img/flower1.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"16.200000047683716","","image-keyboard-response","43","60710","0.0-43.0","","","","","","img/flower8.png","75","17.09999990463257","75","1",""
"null","","html-keyboard-response","44","61012","0.0-44.0","","","","","","<img src=""img/flower8.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"304.90000009536743","","image-keyboard-response","45","61318","0.0-45.0","","","","","","img/flower8.png","74","305.80000019073486","74","0",""
"null","","html-keyboard-response","46","61620","0.0-46.0","","","","","","<img src=""img/flower8.png"" style=""width:200px;border:14px solid red;"">","null","","","",""
"45.39999985694885","","image-keyboard-response","47","61666","0.0-47.0","","","","","","img/flower1.png","74","46.10000014305115","74","1",""
"null","","html-keyboard-response","48","61972","0.0-48.0","","","","","","<img src=""img/flower1.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"207.20000004768372","","image-keyboard-response","49","62180","0.0-49.0","","","","","","img/flower4.png","75","208","75","0",""
"null","","html-keyboard-response","50","62484","0.0-50.0","","","","","","<img src=""img/flower4.png"" style=""width:200px;border:14px solid red;"">","null","","","",""
"18.5","","image-keyboard-response","51","62504","0.0-51.0","","","","","","img/flower1.png","75","19.200000047683716","75","0",""
"null","","html-keyboard-response","52","62809","0.0-52.0","","","","","","<img src=""img/flower1.png"" style=""width:200px;border:14px solid red;"">","null","","","",""
"5.900000095367432","","image-keyboard-response","53","62816","0.0-53.0","","","","","","img/flower8.png","74","6.799999952316284","74","0",""
"null","","html-keyboard-response","54","63124","0.0-54.0","","","","","","<img src=""img/flower8.png"" style=""width:200px;border:14px solid red;"">","null","","","",""
"247.40000009536743","","image-keyboard-response","55","63372","0.0-55.0","","","","","","img/flower4.png","76","248.20000004768372","76","1",""
"null","","html-keyboard-response","56","63676","0.0-56.0","","","","","","<img src=""img/flower4.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"258.2999999523163","","image-keyboard-response","57","63936","0.0-57.0","","","","","","img/flower4.png","74","259.09999990463257","74","1",""
"null","","html-keyboard-response","58","64244","0.0-58.0","","","","","","<img src=""img/flower4.png"" style=""width:200px; border:14px solid green;"">","null","","","",""
"1262.8999998569489","","instructions","59","65507","0.0-59.0","","","","","[{""page_index"":0,""viewing_time"":1262.5999999046326}]","","","","","",""
"2064.7999999523163","","survey-text","60","67575","0.0-60.0","","","","","","","","","","","{""Q0"":""turtrty""}"
